area_num_1,community,sq_miles,total_2014,children_2014_total,children_2014_0_4,children_2014_5_9,children_2014_10_14,children_2014_15_17,total_households_2014,total_families_with_kids,percent_child_2014,percent_child_2014_0_4,percent_child_2014_5_9,percent_child_2014_10_14,percent_child_2014_15_17,percent_child_2014_0_4_total,percent_child_2014_5_9_total,percent_child_2014_10_14_total,percent_child_2014_15_17_total,percent_families_2014_with_kids,density_pop_2014,density_households_2014,density_kids_2014,density_fam_2014,people_per_households_2014
32,LOOP,1.662060,30642,1943,1280,491,116,56,16694,1344,6.340969910580249330983617257,4.177273023954049996736505450,1.602375824032373865935643887,0.3785653677958357809542458064,0.1827556947979896873572221134,65.87750900669068450849202265,25.27020072053525476067936181,5.970149253731343283582089552,2.882141019042717447246525991,8.050796693422786629926919851,18436.15753943900942204252554,10044.16206394474327039938390,1169.031202242999651035462017,808.6350673260893108552037833,1.835509763987061219599856236
43,SOUTH SHORE,2.934628,48816,11844,3674,3003,2982,2185,21416,6099,24.26253687315634218289085546,7.526220911176663389052769584,6.151671583087512291052114061,6.108652900688298918387413963,4.475991478203867584398557850,31.01992570077676460655184059,25.35460992907801418439716312,25.17730496453900709219858156,18.44815940560621411685241472,28.47870750840493089279043706,16634.47632885667280486657934,7297.688156727189953888533743,4035.945952945313682006714309,2078.287265029843646281572997,2.279417258124766529697422488
44,CHATHAM,2.952848,31493,6967,1839,1787,2047,1294,13469,3807,22.12237640110500746197567713,5.839392880957673133712253517,5.674276823421077699806306163,6.499857111104054869336042930,4.108849585622201759121074524,26.39586622649633988804363428,25.64949045500215300703315631,29.38136931247308741208554615,18.57327400602841969283766327,28.26490459573836216497141584,10665.29668983977502397685218,4561.359067584921404691335280,2359.417078020947911981923892,1289.263788721938955205279784,2.338183978023609770584304700
45,AVALON PARK,1.250170,10098,1882,517,407,552,406,3844,987,18.63735393147157853040205981,5.119825708061002178649237473,4.030501089324618736383442266,5.466428995840760546642899584,4.020598138245197068726480491,27.47077577045696068012752391,21.62592986184909670563230606,29.33049946865037194473963868,21.57279489904357066950053135,25.67637877211238293444328824,8077.301486997768303510722542,3074.781829671164721597862691,1505.395266243790844445155459,789.4926290024556660294199989,2.626951092611862643080124870
46,SOUTH CHICAGO,3.345679,28550,7765,2430,1889,2250,1196,10176,3496,27.19789842381786339754816112,8.511383537653239929947460595,6.616462346760070052539404553,7.880910683012259194395796848,4.189141856392294220665499124,31.29426915647134578235672891,24.32710882163554410817772054,28.97617514488087572440437862,15.40244687701223438506117193,34.35534591194968553459119497,8533.394865436881422276315211,3041.535066573930134959151790,2320.904067604812057582332316,1044.929893154722852969457022,2.805621069182389937106918239
47,BURNSIDE,0.609647,2618,557,97,161,185,114,901,212,21.27578304048892284186401833,3.705118411000763941940412529,6.149732620320855614973262032,7.066462948815889992360580596,4.354469060351413292589763178,17.41472172351885098743267504,28.90484739676840215439856373,33.21364452423698384201077199,20.46678635547576301615798923,23.52941176470588235294117647,4294.288334068731577453838041,1477.904426660018010422424780,913.6434690894894914598119896,347.7422180376512965699823012,2.905660377358490566037735849
48,CALUMET HEIGHTS,1.751400,13400,2410,458,746,890,316,5325,1333,17.98507462686567164179104478,3.417910447761194029850746269,5.567164179104477611940298507,6.641791044776119402985074627,2.358208955223880597014925373,19.00414937759336099585062241,30.95435684647302904564315353,36.92946058091286307053941909,13.11203319502074688796680498,25.03286384976525821596244131,7651.022039511248144341669522,3040.424803014731072285029120,1376.042023524037912527121160,761.1054013931711773438392143,2.516431924882629107981220657
49,ROSELAND,4.817841,44267,11016,2420,3188,3099,2309,14649,5149,24.88535477895497774866153116,5.466826304018795039193981973,7.201752998847900241715047326,7.000700295931506539860392618,5.216075180156775927892109246,21.96804647785039941902687001,28.93972403776325344952795933,28.13180827886710239651416122,20.96042120551924473493100944,35.14915693904020752269779507,9188.140496957039470584438133,3040.573568118997700422243075,2286.501360256596263762129136,1068.735975305121111302759888,3.021844494504744351150249164
5,NORTH CENTER,2.046537,34815,6965,3081,1801,1399,684,14670,3971,20.00574465029441332758868304,8.849633778543731150366221456,5.173057590119201493609076547,4.018382880942122648283785725,1.964670400689358035329599311,44.23546302943287867910983489,25.85786073223259152907394113,20.08614501076812634601579325,9.820531227566403445800430725,27.06884798909338786639400136,17011.66409402810699244626410,7168.206585075178215688257774,3403.310079417083590475031724,1940.350944058182187764013062,2.373210633946830265848670757
50,PULLMAN,2.116390,6970,1410,415,479,343,173,2927,717,20.22955523672883787661406026,5.954088952654232424677187948,6.872309899569583931133428981,4.921090387374461979913916786,2.482065997130559540889526542,29.43262411347517730496453901,33.97163120567375886524822695,24.32624113475177304964539007,12.26950354609929078014184397,24.49607106252135292107960369,3293.343854393566403167658135,1383.015417763266694701827168,666.2288141599610657771015739,338.7844395409163717462282472,2.381277758797403484796720191
51,SOUTH DEERING,10.897221,15570,4038,899,1247,1273,619,5002,1824,25.93448940269749518304431599,5.773924213230571612074502248,8.008991650610147719974309570,8.175979447655748233782915864,3.975594091201027617212588311,22.26349678058444774640911342,30.88162456661713719663199604,31.52550767706785537394749876,15.32937097573055968301139178,36.46541383446621351459416234,1428.804646615866559006190661,459.0161106212308624373131462,370.5531896618413079811816242,167.3821243049030573941741661,3.112754898040783686525389844
52,EAST SIDE,2.985886,23739,7579,1944,1961,2419,1255,6719,3078,31.92636589578331016470786470,8.189055983824086945532667762,8.260668098908968364295041914,10.18998272884283246977547496,5.286659084207422385104680062,25.64982187623697057659321810,25.87412587412587412587412587,31.91713946430927563003034701,16.55891278532787966750230901,45.81038845066230093763952969,7950.404000688572839016626891,2250.253358634589532219247486,2538.275071452828406710771945,1030.849804714580529866177074,3.533115046881976484595922012
53,WEST PULLMAN,3.564236,28160,7419,1594,2108,2623,1094,9154,3238,26.34588068181818181818181818,5.660511363636363636363636364,7.485795454545454545454545455,9.314630681818181818181818182,3.884943181818181818181818182,21.48537538751853349508019949,28.41353282113492384418385227,35.35516916026418654805229815,14.74592263108235611268365009,35.37251474765129997815162770,7900.711400704106013182067630,2568.292335299907189086244570,2081.511998644309748288272718,908.4695850667576445555232594,3.076250819313961109897312650
54,RIVERDALE,3.529238,7190,3185,887,663,1187,448,2316,1304,44.29763560500695410292072323,12.33657858136300417246175243,9.221140472878998609179415855,16.50904033379694019471488178,6.230876216968011126564673157,27.84929356357927786499215071,20.81632653061224489795918367,37.26844583987441130298273155,14.06593406593406593406593407,56.30397236614853195164075993,2037.266968110396635194339401,656.2323085039886797093310227,902.4610978347167292203019462,369.4848576378243688864281751,3.104490500863557858376511226
55,HEGEWISCH,5.235801,9338,2237,741,574,611,311,3549,1088,23.95587920325551509959306061,7.935318055258085243092739345,6.146926536731634182908545727,6.543156992932105375883486828,3.330477618333690297708288713,33.12472060795708538220831471,25.65936522127849798837729101,27.31336611533303531515422441,13.90254805543138131426016987,30.65652296421527190757959989,1783.490243422162148637811101,677.8332484370586277056748337,427.2507683160609045301759941,207.8001054661932338528526963,2.631163708086785009861932939
56,GARFIELD RIDGE,4.228750,34743,7803,1956,2290,2062,1495,11942,3985,22.45920041447197996718763492,5.629911061220965374320006908,6.591255792533747805313300521,5.935008490919034050024465360,4.303025069798232737529862131,25.06728181468665897731641676,29.34768678713315391516083558,26.42573369216967832884787902,19.15929770601050877867486864,33.36961982917434265617149556,8215.903044634939402896837127,2824.002364765001477978125924,1845.226130653266331658291457,942.3588530889742831806089270,2.909311673086585161614469938
57,ARCHER HEIGHTS,2.005944,13998,3949,1221,869,1148,711,3924,1828,28.21117302471781683097585369,8.722674667809687098156879554,6.208029718531218745535076439,8.201171595942277468209744249,5.079297042434633519074153450,30.91922005571030640668523677,22.00557103064066852367688022,29.07065079767029627753861737,18.00455811597872879209926564,46.58511722731906218144750255,6978.260609468659145020997595,1956.186214570297077086897740,1968.649174652931487618796936,911.2916412422280980924691816,3.567278287461773700305810398
58,BRIGHTON PARK,2.722279,44130,13739,3460,3391,4295,2593,11984,6312,31.13301608882846136415137095,7.840471334692952639927486970,7.684115114434624971674597779,9.732608203036483118060276456,5.875821436664400634489009744,25.18378339034864255040395953,24.68156343256423320474561467,31.26137273455127738554479948,18.87328044253584685930562632,52.67022696929238985313751669,16210.68229964672981718626195,4402.193897098717655317474807,5046.874328457884000868390051,2318.645517230232463314744741,3.682409879839786381842456609
59,MCKINLEY PARK,1.414421,16449,4380,1172,1173,1413,622,5135,2061,26.62775852635418566478205362,7.125053194723083470119764119,7.131132591646908626664234908,8.590187853364946197337224147,3.781384886619247370660830446,26.75799086757990867579908676,26.78082191780821917808219178,32.26027397260273972602739726,14.20091324200913242009132420,40.13631937682570593962999026,11629.49362318574172753373995,3630.460803395877182253374349,3096.673479819657654969772083,1457.133342901441649975502343,3.203310613437195715676728335
6,LAKE VIEW,3.128401,97968,10421,5208,2717,1774,722,52225,6274,10.63714682345255593663236975,5.316021558059774620284174424,2.773354564755838641188959660,1.810795361750775763514617018,0.7369753388861669116446186510,49.97600997984838307264178102,26.07235390077727665291238845,17.02331829958737165339218885,6.928317819786968621053641685,12.01340354236476783149832456,31315.67852075229486245529266,16693.83176900915195973917666,3331.094703012817090903627764,2005.497377094560447973261740,1.875883197702249880325514600
60,BRIDGEPORT,2.090921,31939,6361,1940,1602,1732,1087,12149,3461,19.91609004665142928707849338,6.074078712545790412974733085,5.015811390463070227621403300,5.422837283571808760449607063,3.403362660070759886032749930,30.49834931614526017921710423,25.18471938374469423046690772,27.22842320389875805690929099,17.08850809621128753340669706,28.48794139435344472796114907,15275.08691146150428447559712,5810.358210568452849246815159,3042.200063990939877690261851,1655.251441828744366716867830,2.628940653551732652893242242
61,NEW CITY,4.829437,41598,13251,3795,3540,3432,2484,11533,5624,31.85489687004182893408336939,9.123034761286600317322948219,8.510024520409635078609548536,8.250396653685273330448579259,5.971440934660320207702293379,28.63934797373783110708625764,26.71496490830880688249943400,25.89993208059769074032148517,18.74575503735567127009282318,48.76441515650741350906095552,8613.426368332374974557075701,2388.063039232109250001604742,2743.798086609267291404774511,1164.524974650254263592215821,3.606867250498569322812798058
62,WEST ELSDON,1.173349,19165,5468,1139,1662,1683,984,5081,2462,28.53117662405426558831202713,5.943125489172971562744586486,8.672058439864336029219932168,8.781633185494390816592747195,5.134359509522567179754761284,20.83028529626920263350402341,30.39502560351133869787856620,30.77907827359180687637161668,17.99561082662765179224579371,48.45502853768943121432788821,16333.58872765051148464779021,4330.339907393281964701039503,4660.165048932585275139792168,2098.267437906368863824829612,3.771895296201535130879748081
63,GAGE PARK,2.198293,40381,13056,3293,4097,3528,2138,9451,5486,32.33203734429558455709368267,8.154825289121121319432406330,10.14586067705108838315049157,8.736782150021049503479359105,5.294569228102325351031425670,25.22212009803921568627450980,31.38020833333333333333333333,27.02205882352941176470588235,16.37561274509803921568627451,58.04676753782668500687757909,18369.25287029527001177731995,4299.244914122002844934683411,5939.153697891955258011557149,2495.572701182235489081755708,4.272669558776849010686699820
64,CLEARING,2.551983,24452,6034,1950,1494,1550,1040,8440,3030,24.67691804351382300016358580,7.974807786684115818746932766,6.109929658105676427286111566,6.338949779159168984132177327,4.253230819564861769998364142,32.31687106397083195227046735,24.75969506131919124958568114,25.68776930725886642359960225,17.23566456745111037454424925,35.90047393364928909952606635,9581.568529257444113068151316,3307.232062282546553013871958,2364.435813247972263138116516,1187.311984445037447349766828,2.897156398104265402843601896
65,WEST LAWN,2.952655,33477,10089,2444,2879,2929,1837,9050,4528,30.13710905995160856707590286,7.300534695462556381993607551,8.599934283239238880425366670,8.749290557696328822773844729,5.487349523553484481883083908,24.22440281494697194964813163,28.53602933888393299633263951,29.03161859450887104767568639,18.20794925166022400634354247,50.03314917127071823204419890,11337.93145491091915581061790,3065.038075901180463007022493,3416.924767709061844340093915,1533.535072671883440496773243,3.699116022099447513812154696
66,CHICAGO LAWN,3.525291,56293,17810,4984,4947,4447,3432,15836,7882,31.63803670083314088785461780,8.853676300783401133355834651,8.787948768052866253352992379,7.899738866288881388449718437,6.096672765707992112696072336,27.98427849522740033688938798,27.77653003930376193149915778,24.96911847276810780460415497,19.27007299270072992700729927,49.77266986612781005304369790,15968.32715370163768040709263,4492.111431368360796314403549,5052.065205397228200452104521,2235.843792753562755528550693,3.554748673907552412225309422
67,WEST ENGLEWOOD,3.154689,34272,9250,2236,2351,3023,1640,10036,3895,26.98996265172735760971055089,6.524276377217553688141923436,6.859827264239028944911297852,8.820611577964519140989729225,4.785247432306255835667600373,24.17297297297297297297297297,25.41621621621621621621621622,32.68108108108108108108108108,17.72972972972972972972972973,38.81028298126743722598644878,10863.82841541590946048881522,3181.296159462945475766390918,2932.143231868497972383331606,1234.670041959762119181954228,3.414906337186129932243921881
68,ENGLEWOOD,3.072354,27297,7811,2393,2114,1921,1383,9361,3334,28.61486610250210645858519251,8.766531120635967322416382753,7.744440781038209327032274609,7.037403377660548778254020588,5.066490823167381030882514562,30.63628216617590577390859045,27.06439636410190756625272052,24.59352195621559339393163487,17.70579951350659326590705415,35.61585300715735498344193996,8884.718362532442550565462183,3046.849419044810591487829853,2542.350263023076116879760601,1085.161410436427573124711540,2.916034611686785599829078090
69,GREATER GRAND CROSSING,3.545870,32849,9075,2623,2214,2425,1813,12032,4280,27.62641176291515723461901428,7.985022375110353435416603245,6.739931200340954062528539682,7.382264300283113641206733843,5.519193887180736095467137508,28.90358126721763085399449036,24.39669421487603305785123967,26.72176308539944903581267218,19.97796143250688705234159780,35.57180851063829787234042553,9264.017011339953241376587410,3393.243407118704295419741841,2559.315485339282037976575565,1207.038047080124200830825721,2.730136303191489361702127660
7,LINCOLN PARK,3.167915,65951,9337,3679,2702,2022,934,32271,5025,14.15748055374444663462267441,5.578383951721732801625449197,4.096981092022865460720838198,3.065912571454564752619368925,1.416202938545283619657018089,39.40237763735675270429474135,28.93863125200813965941951376,21.65577808718003641426582414,10.00321302345507122201992075,15.57125592637352421678906758,20818.42473677481876881166319,10186.82635108580880484482696,2947.364433704818468929879747,1586.216801902828832212985513,2.043661491741811533575036410
70,ASHBURN,4.858971,42809,11038,2749,3141,3190,1958,12722,5542,25.78429769441005396061575837,6.421546870985073232264243500,7.337242168702842860146230933,7.451704080917564063631479362,4.573804573804573804573804574,24.90487407138974451893458960,28.45624207283928247870991122,28.90016307302047472368182642,17.73872078275049827867367277,43.56233296651469894670649269,8810.301605010608213138131510,2618.249831085635209594788691,2271.674393611322232629089575,1140.570709312733086902556117,3.364958339883666090237384059
71,AUBURN GRESHAM,3.768701,47611,11842,3332,3020,3264,2226,17158,5795,24.87240343618071454075738800,6.998382726680809056730587469,6.343071979164478796916678919,6.855558589401608871899350990,4.675390140933817815210770620,28.13713899679108258740077690,25.50244891065698361763215673,27.56291167032595845296402635,18.79750042222597534200304003,33.77433267280568830866068306,12633.26541426342922932862013,4552.762344372769291063419465,3142.196740999086953303008119,1537.665099990686446072532684,2.774857209464972607530015153
72,BEVERLY,3.184522,21002,5231,1337,1452,1484,958,7526,2561,24.90715169983811065612798781,6.366060375202361679840015237,6.913627273592991143700599943,7.065993714884296733644414818,4.561470336158461098942957814,25.55916650735996941311412732,27.75759892945899445612693558,28.36933664691263620722615179,18.31389791626839992353278532,34.02870050491629019399415360,6595.024308200728398170902886,2363.306015785100558262747125,1642.632709084754321056660937,804.2023261261815745031750448,2.790592612277438214190805209
73,WASHINGTON HEIGHTS,2.856540,26435,4868,1031,1181,1585,1071,9283,2714,18.41498013996595422735010403,3.900132400226971817665973142,4.467561944391904671836580291,5.995838850009457159069415548,4.051446945337620578778135048,21.17912900575184880854560394,24.26047658175842235004108463,32.55957271980279375513557929,22.00082169268693508627773213,29.23623828503716470968436928,9254.202636756355591029707268,3249.735694231482842879847648,1704.159577670888557485629468,950.1004711994230782695148676,2.847678552192179252396854465
74,MOUNT GREENWOOD,2.711213,18357,4710,1398,1121,1443,748,6416,2412,25.65778722013400882497140056,7.615623467886909625755842458,6.106662308656098491038840769,7.860761562346788690962575584,4.074739881244212017214141744,29.68152866242038216560509554,23.80042462845010615711252654,30.63694267515923566878980892,15.88110403397027600849256900,37.59351620947630922693266833,6770.770131302852265757061507,2366.468440509838216326050369,1737.229793454073877633369271,889.6386967752072596288082124,2.861128428927680798004987531
75,MORGAN PARK,3.295646,29300,6955,1759,2014,1997,1185,10158,3271,23.73720136518771331058020478,6.003412969283276450511945392,6.873720136518771331058020478,6.815699658703071672354948805,4.044368600682593856655290102,25.29115744069015097052480230,28.95758447160316319194823868,28.71315600287562904385334292,17.03810208483105679367361610,32.20122071273872809608190589,8890.517974321271155943326437,3082.248518196432505190181227,2110.360153972847811931257180,992.5216482595521485013863746,2.884426068123646387084071668
76,OHARE,13.337768,14143,3077,1304,796,604,373,6116,1659,21.75634589549600509085766810,9.220108887789012232199674751,5.628225977515378632539065262,4.270663932687548610620094747,2.637347097504065615498833345,42.37894052648683782905427364,25.86935326616834579135521612,19.62950926226844328891777706,12.12219694507637309067273318,27.12557226945716154349247874,1060.372320166312684401168171,458.5474871057886147067485354,230.6982697554793275756483394,124.3836300046604499343518346,2.312459123610202746893394375
77,EDGEWATER,1.737904,55276,6569,2675,1335,1619,940,28669,3652,11.88400028945654533613141327,4.839351617338447065634271655,2.415153050148346479484767349,2.928938418119979738041826471,1.700557203849772052970547797,40.72157101537524737402953265,20.32272796468260009133810321,24.64606485005328056020703303,14.30963616988887197442533110,12.73849802923017893892357599,31806.12968265220633590808238,16496.30819654020014914517718,3779.840543551312385494250545,2101.381894512009869359872582,1.928075621751717883428093062
9,EDISON PARK,1.134797,10993,2161,415,632,738,376,4491,1115,19.65796415901027926862548895,3.775129627945055944692076776,5.749113071954880378422632584,6.713363049213135631765669062,3.420358409897207313745110525,19.20407218880148079592781120,29.24571957427117075428042573,34.15085608514576584914391485,17.39935215178158260064784822,24.82743264306390558895568916,9687.195154728114367591736672,3957.536017455104304999043882,1904.305351529833089089942959,982.5545890586598307891191112,2.447784457804497884658205299
